post_title,post_name,description,sku,images,post_parent,comment_status,downloadable,virtual,post_status,visibility,stock_status,backorders,manage_stock,meta:brand,meta:ean_number,regular_price,sale_price,weight,tax_status,gpf:brand,gpf:mpn
York 1 x 27.5kg Pro-Style DB,york-27-5kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26710,26710-pro-style-dumbell-27pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,103,,27.5,taxable,York Fitness,
York 1 x 30kg Pro-Style DB,york-30kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26711,26711-pro-style-dumbell-30kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,115,,30,taxable,York Fitness,
York 1 x 32.5kg Pro-Style DB,york-32-5kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26712,26712-pro-style-dumbell-32pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,124.99,,32.5,taxable,York Fitness,
York 1 x 35kg Pro-Style DB,york-35kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26713,26713-pro-style-dumbell-35kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,136.99,,35,taxable,York Fitness,
York 1 x 37.5kg Pro-Style DB,york-37-5kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26714,26714-pro-style-dumbell-37pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,142.8,,37.5,taxable,York Fitness,
York 1 x 40kg Pro-Style DB,york-40kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26715,26715-pro-style-dumbell-40kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,148.99,,40,taxable,York Fitness,
York 1 x 45kg Pro-Style DB,york-45kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26717,26717-pro-style-dumbell-45kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,158.99,,45,taxable,York Fitness,
York 1 x 50kg Pro-Style DB,york-50kg-pro-style-dumbbell,"Solid steel handle bar.
Knurled textured hand positioning.
Chrome plated finish.
Durable urethane/rubber weighted fixed ends. 
Will suit the ETS Du Saddle Rack 69045
Set comprises of 2.5 -65kg in 2.5 kg increase up to 40kg and then 5 increments following.
Sold in singles.",26719,26719-pro-style-dumbell-50kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,172,,50,taxable,York Fitness,
York 1.25kg Olympic Rubber 'ISO-Grip' Plates,york-1-25kg-olympic-rubber-iso-grip-plates,"Durable inner steel composite casting encased in rubber.
The patented radical benefit of a thicker hub and a streamlined rim allows for the anti-pinch nature of using the plates.
Multi-hole safe grip plate. 
360-degree comfortable easy- pick-up plate.
Patented design allows for the plates to be used in conjunction with core and functional training programmes safely. 
The plates are the same diameter as a Standard Olympic cast iron plate.
High quality rubber casing improves durability and protects floors and equipment.
Sold as singles.",28000,28000-28007-olympic-rubber-iso-grip-plates.jpg | 28000-28007-rubber-iso-grip-plates.jpg | 28000-olympic-rubber-iso-grip-plate-1pt25kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280005,4.49,,1.25,taxable,York Fitness,14961280005
York 2.5kg Olympic Rubber 'ISO-Grip' Plates,york-2-5kg-olympic-rubber-iso-grip-plates,"Durable inner steel composite casting encased in rubber.
The patented radical benefit of a thicker hub and a streamlined rim allows for the anti-pinch nature of using the plates.
Multi-hole safe grip plate. 
360-degree comfortable easy- pick-up plate.
Patented design allows for the plates to be used in conjunction with core and functional training programmes safely. 
The plates are the same diameter as a Standard Olympic cast iron plate.
High quality rubber casing improves durability and protects floors and equipment.
Sold as singles.",28001,28001-olympic-rubber-iso-grip-plate-2pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280012,8.8,,2.5,taxable,York Fitness,14961280012
York 5kg Olympic Rubber 'ISO-Grip' Plates,york-5kg-olympic-rubber-iso-grip-plates,"Durable inner steel composite casting encased in rubber.
The patented radical benefit of a thicker hub and a streamlined rim allows for the anti-pinch nature of using the plates.
Multi-hole safe grip plate. 
360-degree comfortable easy- pick-up plate.
Patented design allows for the plates to be used in conjunction with core and functional training programmes safely. 
The plates are the same diameter as a Standard Olympic cast iron plate.
High quality rubber casing improves durability and protects floors and equipment.
Sold as singles.",28002,28002-olympic-rubber-iso-grip-plate-5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280029,17.5,,5,taxable,York Fitness,14961280029
York 10kg Olympic Rubber 'ISO-Grip' Plates,york-10kg-olympic-rubber-iso-grip-plates,"Durable inner steel composite casting encased in rubber.
The patented radical benefit of a thicker hub and a streamlined rim allows for the anti-pinch nature of using the plates.
Multi-hole safe grip plate. 
360-degree comfortable easy- pick-up plate.
Patented design allows for the plates to be used in conjunction with core and functional training programmes safely. 
The plates are the same diameter as a Standard Olympic cast iron plate.
High quality rubber casing improves durability and protects floors and equipment.
Sold as singles.",28004,28004-olympic-rubber-iso-grip-10kg.jpg | 28004-olympic-rubber-iso-grip-plate-10kg1.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280043,34.99,,10,taxable,York Fitness,14961280043
York 15kg Olympic Rubber 'ISO-Grip' Plates,york-15kg-olympic-rubber-iso-grip-plates,"Durable inner steel composite casting encased in rubber.
The patented radical benefit of a thicker hub and a streamlined rim allows for the anti-pinch nature of using the plates.
Multi-hole safe grip plate. 
360-degree comfortable easy- pick-up plate.
Patented design allows for the plates to be used in conjunction with core and functional training programmes safely. 
The plates are the same diameter as a Standard Olympic cast iron plate.
High quality rubber casing improves durability and protects floors and equipment.
Sold as singles.",28005,28005-olympic-rubber-iso-grip-plate-15kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280050,52,,15.6,taxable,York Fitness,14961280050
York 20kg Olympic Rubber 'ISO-Grip' Plates,york-20kg-olympic-rubber-iso-grip-plates,"Durable inner steel composite casting encased in rubber.
The patented radical benefit of a thicker hub and a streamlined rim allows for the anti-pinch nature of using the plates.
Multi-hole safe grip plate. 
360-degree comfortable easy- pick-up plate.
Patented design allows for the plates to be used in conjunction with core and functional training programmes safely. 
The plates are the same diameter as a Standard Olympic cast iron plate.
High quality rubber casing improves durability and protects floors and equipment.
Sold as singles.",28006,28006-olympic-rubber-iso-grip-plate-20kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280067,70,,20.7,taxable,York Fitness,14961280067
York 25kg Olympic Rubber 'ISO-Grip' Plates,york-25kg-olympic-rubber-iso-grip-plates,"Durable inner steel composite casting encased in rubber.
The patented radical benefit of a thicker hub and a streamlined rim allows for the anti-pinch nature of using the plates.
Multi-hole safe grip plate. 
360-degree comfortable easy- pick-up plate.
Patented design allows for the plates to be used in conjunction with core and functional training programmes safely. 
The plates are the same diameter as a Standard Olympic cast iron plate.
High quality rubber casing improves durability and protects floors and equipment.
Sold as singles.",28007,28007-olympic-rubber-iso-grip-plate-25kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280074,85.99,,25.7,taxable,York Fitness,14961280074
York 5kg Olympic Rubber Bumper Plate,york-5kg-olympic-rubber-bumper-plate,"Solid rubber.
Limits damage to floors
All plates come as standard with a 2” steel centre sleeve.
Olympic diameter of 45cm so ideal for coaching and technique training.
Sold as singles.
Recommended for York lifting platforms to reduce risk of flooring damage.",28082,28082-olympic-rubber-training-plate-5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280821,19.99,,5.1,taxable,York Fitness,14961280821
York 10kg Olympic Rubber Bumper Plate,york-10kg-olympic-rubber-bumper-plate,"Solid rubber.
Limits damage to floors
All plates come as standard with a 2” steel centre sleeve.
Olympic diameter of 45cm so ideal for coaching and technique training.
Sold as singles.
Recommended for York lifting platforms to reduce risk of flooring damage.",28083,28083-olympic-rubber-training-plate-10kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280838,34,,10.1,taxable,York Fitness,14961280838
York 15kg Olympic Rubber Bumper Plate,york-15kg-olympic-rubber-bumper-plate,"Solid rubber.
Limits damage to floors
All plates come as standard with a 2” steel centre sleeve.
Olympic diameter of 45cm so ideal for coaching and technique training.
Sold as singles.
Recommended for York lifting platforms to reduce risk of flooring damage.",28084,28084-olympic-rubber-training-plate-15kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280845,46,,15.1,taxable,York Fitness,14961280845
York 20kg Olympic Rubber Bumper Plate,york-20kg-olympic-rubber-bumper-plate,"Solid rubber.
Limits damage to floors
All plates come as standard with a 2” steel centre sleeve.
Olympic diameter of 45cm so ideal for coaching and technique training.
Sold as singles.
Recommended for York lifting platforms to reduce risk of flooring damage.",28085,28085-olympic-rubber-training-plate-20kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280852,58,,20.1,taxable,York Fitness,14961280852
York 25kg Olympic Rubber Bumper Plate,york-25kg-olympic-rubber-bumper-plate,"Solid rubber.
Limits damage to floors
All plates come as standard with a 2” steel centre sleeve.
Olympic diameter of 45cm so ideal for coaching and technique training.
Sold as singles.
Recommended for York lifting platforms to reduce risk of flooring damage.",28086,28086-olympic-rubber-training-plate-25kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961280869,70,,25.1,taxable,York Fitness,14961280869
York 7ft Olympic  Elite Training Bar,york-7-foot-olympic-elite-training-bar,"York Olympic bars are made from elevated temperature drawn high tensile steel for maximum strength and flexibility.
Self Lubricating Precision made Sintered self lubricating bronze bushes allowing the sleeves to facilitate free allowing constant rotation of the bar, without counter-rotation of the weight plates.
Sleeves are machine finished to a precise 1.975- inch Diameter.
This bar is designed for Olympic-style movements i.e. Snatch and Clean and Jerk.
28mm, Fully knurled bar with position indicators.
Maximum loading 650kg.
Item weight 20kg.",32002,32002-olympic-training-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961320022,379.99,,20,taxable,York Fitness,14961320022
York Olympic Split Sleeve Curl Bar with Rubber Grips,york-olympic-split-sleeve-curl-bar-with-rubber-grips,"Solid steel 30mm bar.
Rubber/urethane textured grips.
Ergonomic grips for an improved grip.
Grip angles are positioned for a more natural flexion movement of the arm.
Reduce stress placed on the wrist and elbow when lifting heavier weight.
2” Olympic Split end sleeve design to each bar end incorporating a precision internal dual roll pin sleeve assembly allowing for a smoother rotation.
157cm in length.
Item weight 11kg.",32030,32030-international-curl-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961320305,104.99,,11,taxable,York Fitness,14961320305
York Olympic Split Sleeve Tri-Trap Bar with Rubber Grips,york-olympic-split-sleeve-tri-trap-bar-with-rubber-grips,"Rubber/urethane textured grips.
Ergonomic grips for an improved grip.
Grip angles are positioned for a more natural flexion movement of the arm.
Reduce stress placed on the wrist and elbow when lifting heavier weight.
Split end sleeve design to each bar end incorporating a precision internal dual roll pin sleeve assembly allowing for a smoother rotation.
The “Trap/Upright row” grip is specifically designed to target the trapezius from an angle.
93cm in length.
Item weight 13.6kg.",32031,32031-international-tri-trap-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961320312,133,,11,taxable,York Fitness,14961320312
York 6ft Olympic Aluminium Technique Bar,york-6-foot-olympic-aluminium-technique-bar,"Aluminium Training Bar ideal for technique training and also youth fitness training.
It allows students to learn a specific lift, along with the correct lifting height and technique with the knowledge that the weight they have is safe.
28mm diameter bar weighs only 6.8kg.
The bar is ideally used with the York 5kg Solid,Rubber Training plates.
Maximum loading 65kg.
Item weight 6.8kg.",32032,32032-international-aluminium-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961320329,94.99,,8,taxable,York Fitness,14961320329
"York Olympic ""Rock & Roll"" Dead Lift Shrug Bar",york-olympic-rock-and-roll-dead-lift-shrug-bar,"2 x 28mm fixed knurled handle height settings.
Improved internal “Hex” shape area ideal for the bigger trainer.
A weight built into the frame to counter balance the jacking system; this ensures the bar stays square throughout the range of movement.
The “rock & roll”, kickstand feature allows the bar to be jacked up, allowing for easy plate loading and unloading by the user. Especially useful when lifting heavy weight.
Maximum loading 600kg.
Item weight 36kg.",32033,32033-olympic-rock-and-roll-dead-lift-shrug-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961320336,229.99,,39,taxable,York Fitness,14961320336
York 7ft Olympic North American Split Sleeve with Needle Training Bar,york-7-foot-olympic-north-american-split-sleeve-with-needle-training-bar,"Solid steel machined bar.
Needle Bearing sleeve ends for smoother rotation.
Split sleeve rotational design.
28mm knurled bar grip for correct hand positioning.
Hardened chrome finish. 
Maximum loading 400kg. 
Item weight 20kg. ",32110,32110-32111-international-bearing-olympic-bars.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961321104,254.99,,20,taxable,York Fitness,14961321104
York 6.5ft Olympic North American Split Sleeve with Needle Training Bar,york-6-5-foot-olympic-north-american-split-sleeve-with-needle-training-bar,"Solid steel machined bar.
Needle Bearing sleeve ends for smoother rotation.
Split sleeve rotational design.
25mm knurled bar grip for correct hand positioning.
Hardened chrome finish. 
Maximum loading 350kg. 
Item weight 15.9kg. The York 6.5ft Olympic North American Split Sleeve Crossfit Training Bars have a 25mm grip and are an excellent choice for Olympic movements.

The York International menâ€™s and womenâ€™s Needle Bearing Olympic Training Bars are excellent choice for Olympic movements i.e. Snatch, Clean and Jerk in light usage environments, such as schools and PT Studios
The needle bearings ensure a smooth and consistent rotation of the sleeves
These bars are great for a club environment where quality equipment is needed
These bars are NOT Full Commercial Graded and therefore are not warranted for such environments
Mens (32110) are 28mm Grip and the Womens (32111) are 25mm Grip",32111,32110-32111-international-bearing-olympic-bars.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961321111,229.99,,15.91,taxable,York Fitness,14961321111
York 7ft Olympic Split Sleeve Hard Chorme Bar,york-7-foot-olympic-split-sleeve-hard-chorme-bar,"This steel 7ft International Club bar has superior cross hatch knurling with a 32mm diameter grip.

The International Club bar has superior cross hatch knurling, 32mm diameter grip, this allows exercises such as dead-lifts, bench press and squats to be performed with a greater weight and improved grip, compared to the other bars within this club range
Each bar has been manufactured from North American steel
This bar is NOT Full Commercial Graded and therefore is not warranted for such environments",32112,32112-7ft-international-hard-chrome-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961321128,209.99,,22.73,taxable,York Fitness,14961321128
York 6ft Olympic North American Black Oxide Bar,york-6-foot-olympic-north-american-black-oxide-bar,"York 6ft Olympic steel bar with a tough resistant black oxide coating on the knurled section.

York has applied its vast knowledge to make a high standard Olympic bar for general use
Each bar has been manufactured from North American steel
These bars are NOT Full Commercial Graded and therefore is not warranted for such environments
New for 2011 is the Black Oxide finish on the inner knurled section of the bar. This new finish is available on all the 5ft & 6ft International bars.
The dual colour of the bar gives a distinct look and feels as good to use a the tradional bare-steel finish bars.",32122,32122-32123-5ft-6ft-international-barblack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,132.76,,18.18,taxable,York Fitness,
York 5ft Olympic North American Black Oxide Bar,york-5-foot-olympic-north-american-black-oxide-bar,"York 5ft Olympic steel bar with a tough resistant black oxide coating on the knurled section.

York has applied its vast knowledge to make a high standard Olympic bar for general use
Each bar has been manufactured from North American steel
These bars are NOT Full Commercial Graded and therefore is not warranted for such environments
New for 2011 is the Black Oxide finish on the inner knurled section of the bar. This new finish is available on all the 5ft & 6ft International bars.
The dual colour of the bar gives a distinct look and feels as good to use a the tradional bare-steel finish bars.",32123,32122-32123-5ft-6ft-international-barblack.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,,112.33,,16.36,taxable,York Fitness,
York Chrome DB Clubpack - 1 to 10kg (10 pairs),york-chromedumbbellclubpack-1-to-10kg-10-pairs,"Steel chrome plated dumbells.
Ergonomic knurled handle design for improved grip.
Dumbell heads are pressed onto the ends of the bars for a more secure fit.
Hardened chrome finish.
Club pack contains 10 pairs 
1kg-10kg and will stylishly fit onto the York 2 sided 10 pair dumbell rack. (69044) not included.
Dumbells will also fit the York A-Frame dumbell rack (69002) not included.
Item weight 110kg.",33063,33063-69044-club-001-01.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961330632,349.99,,150,taxable,York Fitness,14961330632
York 1.25kg Rubber Hex DumBbell,york-1-25kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35001,35001-york-rubber-hex-dumbell1pt25kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350012,7,,1.5,taxable,York Fitness,14961350012
York 2.5kg Rubber Hex Dumbbell,york-2-5kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35002,35002-york-rubber-hex-dumbell2pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350029,11.99,,2.8,taxable,York Fitness,14961350029
York 5kg Rubber Hex Dumbbell,york-5kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35003,35003-rubber-hex-dumbell-5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350036,19,,5,taxable,York Fitness,14961350036
York 7.5kg Rubber Hex Dumbbell,york-7-5kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35004,35004-york-rubber-hex-dumbell7pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350043,26.99,,7.8,taxable,York Fitness,14961350043
York 10kg Rubber Hex Dumbbell,york-10kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35005,35005-rubber-hex-dumbell-10kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350050,32.99,,10,taxable,York Fitness,14961350050
York 12.5kg Rubber Hex Dumbbell,york-12-5kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35006,35006-rubber-hex-dumbell-12pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350067,40.99,,13,taxable,York Fitness,14961350067
York 15kg Rubber Hex Dumbbell,york-15kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35007,35007-rubber-hex-dumbell-15kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350074,49,,15.5,taxable,York Fitness,14961350074
York 17.5kg Rubber Hex Dumbbell,york-17-5kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35008,35008-rubber-hex-dumbell-17pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350081,58,,18,taxable,York Fitness,14961350081
York 20kg Rubber Hex Dumbbell,york-20kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35009,35009-rubber-hex-dumbell-20kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350098,65.99,,21,taxable,York Fitness,14961350098
York 22.5kg Rubber Hex Dumbbell,york-22-5kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35010,35010-rubber-hex-dumbell-22pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350104,73.99,,23.5,taxable,York Fitness,14961350104
York 25kg Rubber Hex Dumbbell,york-25kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35011,35011-rubber-hex-dumbell-25kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350111,82.99,,26,taxable,York Fitness,14961350111
York 27.5kg Rubber Hex Dumbbell,york-27-5kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35012,35012-rubber-hex-dumbell-27pt5kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350128,91,,28,taxable,York Fitness,14961350128
York 30kg Rubber Hex Dumbbell,york-30kg-rubber-hex-dumbbell,"Tough and durable rubber compound material.
Rubber coating protects equipment and flooring.
Anti-roll safety design. 
Handle designed for ergonomic secure grip.
Chrome plated knurled steel handle.
Easy to clean. 
Torque threaded rubber heads to provide permanent fixing to the handles.
Sold as singles.",35013,35013-rubber-hex-dumbell-30kg.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961350135,98.99,,30.5,taxable,York Fitness,14961350135
York Olympic Spring Collars,york-olympic-spring-collars,"The York Olympic Spring Collars are suitable for use with all bars including Olympic bars and curl bar. 2"" Olympic collars
Plastic coated handles
Branded York
Weight : 0.5kg
Sold as a pair",36040,36040-olympic-spring-collars.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961360400,6.49,,0.5,taxable,York Fitness,14961360400
"York 50cm (20"") Chome Straight Cable Bar with Rubber Ergo Grips",york-50cm-20-inch-chome-straight-cable-bar-with-rubber-ergo-grips,"Hard chrome coating.
35mm urethane grip designed for extreme comfort and control.
Bar end stops for safety and anti-slip.
Rotational centre grip to aid smoother movement.
Item weight 2.3kg",36155,36155-50cm-chrome-straight-cable-bar.jpg | 36155-68-attachment-001-01.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961361551,26.99,,2.3,taxable,York Fitness,14961361551
"York 28""Chrome Curl Bar with Rubber Ergo Grips",york-28-inchchrome-curl-bar-with-rubber-ergo-grips,"Hard chrome coating.
35mm urethane grip designed for extreme comfort and control.
Bar end stops for safety and anti-slip.
Rotational centre grip to aid smoother movement.
Item weight 3.7kg.",36156,36156-71cm-chrome-curl-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961361568,37,,3.7,taxable,York Fitness,14961361568
"York 34"" Chrome Pro Style Lat Bar with Rubber Ergo Grips",york-34-inch-chrome-pro-style-lat-bar-with-rubber-ergo-grips,"Hard chrome coating.
35mm urethane grip designed for extreme comfort and control.
Anti-slip textured handles.
Rotational centre grip to aid smoother movement
Item weight 5kg.",36158,36158-86cm-chrome-pro-style-lat-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961361582,58,,6,taxable,York Fitness,14961361582
"York 48"" Chrome Lat Bar with Rubber Ergo Grips",york-48-inch-chrome-lat-bar-with-rubber-ergo-grips,"Hard chrome coating.
35mm urethane grip designed for extreme comfort and control.
Anti-slip textured handles.
Rotational centre grip to aid smoother movement
Item weight 5.5kg.",36160,36160-120cm-chrome-lat-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961361605,49,,5.5,taxable,York Fitness,14961361605
York Multi Exercise Chrome Bar with Rubber Ergo Grips,york-multi-exercise-chrome-bar-with-rubber-ergo-grips,"Hard chrome coating.
35mm urethane grip designed for extreme comfort and control.
Bar end stops for safety and anti-slip.
Rotational centre grip to aid smoother movement.
Item weight 3.7kg",36161,36161-multi-exercise-bar-01.jpg | 36161-multi-exercise-bar-02.jpg | 36161-multi-exercise-chrome-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961361612,41.99,,3.7,taxable,York Fitness,14961361612
York Seated Rowing/Chinning Chrome Bar with Rubber Ergo Grips,york-seated-rowing-chinning-chrome-bar-with-rubber-ergo-grips,"Hard chrome coating.
Ergonomic handle design for improved grip.
35mm textured urethane anti slip grip designed for extreme comfort and safety.
Allows multi use, multi angle approach to any given training routine to achieve maximum results.
Sold as singles.
Item weight 2kg.",36163,36163-seated-rowing-chinning-chrome-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961361636,20.99,,2,taxable,York Fitness,14961361636
York Tricep Pressdown Chrome Bar with Rubber Ergo Grips,york-tricep-pressdown-chrome-bar-with-rubber-ergo-grips,"Hard chrome coating.
35mm urethane grip designed for extreme comfort and control.
Bar end stops for safety and anti-slip.
Item weight 2.3kg",36165,36165-tricep-pressdown-chrome-bar.jpg,0,closed,no,no,draft,hidden, instock ,no,no,York Fitness,14961361650,28.16,,2.3,taxable,York Fitness,14961361650
